sha	subject	files	status	classification	code_touch	disposition	evidence
701e08531238e1dea5b8d7439feaf8ba554de1c6	fix: address Codex review on layer-adaptive — thread safety + underflow guard	src/llama-kv-cache.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	src/llama-kv-cache.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
62675485c9a6372c07af90d16f1835902ac60aeb	wip: context scaling fix — skip unnecessary ggml_cont + 32x32 rotation data	src/llama-graph.cpp,src/turbo-rotation-data-32.h	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	src/llama-graph.cpp: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
af0cb0ae5e57fbf9195653500585cd37ebee1341	experiment: group-32 rotation FAILED — PPL 7.06 (target 6.19)	src/turbo-rotation-data-32.h	present_exact_or_equivalent_in_tree	PORTED_EXACT_TREE	1	PORTED_DIFFERENTLY	src/turbo-rotation-data-32.h: commit is represented in tree/history by exact or patch-equivalent integration.
012faec2666a7a33fe7ee48bd81122c8345a03d1	feat: add GGML_OP_TURBO_WHT — custom O(d log d) Walsh-Hadamard Transform	ggml/include/ggml.h,ggml/src/ggml-cpu/ggml-cpu.c,ggml/src/ggml-cpu/ops.cpp,ggml/src/ggml-cpu/ops.h,ggml/src/ggml-metal/ggml-metal-device.cpp,ggml/src/ggml-metal/ggml-metal-device.h,ggml/src/ggml-metal/ggml-metal-device.m,ggml/src/ggml-metal/ggml-metal-impl.h,ggml/src/ggml-metal/ggml-metal-ops.cpp,ggml/src/ggml-metal/ggml-metal-ops.h,ggml/src/ggml-metal/ggml-metal.metal,ggml/src/ggml.c,src/llama-graph.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/include/ggml.h: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
7173be94116c76b4a25b15028b853dc946247c1d	perf: optimized turbo3 dequant — eliminates context scaling regression	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-metal/ggml-metal.metal: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
8fa5bff17f92b9518412cbb0f43ebf4f67a68c2b	ci: quality+speed gate script — PPL + context scaling check before push	scripts/turbo-quality-gate.sh	not_patch_equivalent	UNRESOLVED_NONCODE	0	INTENTIONAL_DROP	scripts/turbo-quality-gate.sh: non-runtime/docs/ci or transient artifact intentionally not required for runtime parity.
b696c5da151c210a120c4066e5c35c74e85dfc15	perf: fp16 centroid LUT — decode +6-14% at long context (#33)	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-metal/ggml-metal.metal: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
e398a4e289b0bdc3731f825a7feaf3dfb7567808	perf: float norm broadcast in vec dequant — decode +2-3% over fp16 LUT	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-metal/ggml-metal.metal: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
5e6277b6f2bfaa24b6e9cdeac4f03de86dbf362e	fix: add turbo3/turbo4 cache types to llama-bench arg parser	tools/llama-bench/llama-bench.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	tools/llama-bench/llama-bench.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
6c9cfb1befbe9d286c949f85fda198d3ff77a8ef	experiment: split 2x4-entry constant LUT for M1 decode fix	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal.metal: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
d96703ac4f9ab33be893ce149386e1be0e30ace2	fix: Metal shader comment accuracy per Codex review	ggml/src/ggml-metal/ggml-metal.metal,turbo-diag-20260326-090809.txt,turbo-diag-20260326-090816.txt	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-metal/ggml-metal.metal: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
33b3d8a6c4f6459c90a31bdc140231bba4a59e2c	cleanup: remove stray diagnostic output files	turbo-diag-20260326-090809.txt,turbo-diag-20260326-090816.txt	present_exact_or_equivalent_in_tree	PORTED_EXACT_TREE	0	PORTED_DIFFERENTLY	turbo-diag-20260326-090809.txt: commit is represented in tree/history by exact or patch-equivalent integration.
440d324f2d5ecf2fe1d604a8f5269a9aee135b48	feat: turbo3 norm correction — PPL 6.211 → 6.176 (free quality win)	ggml/src/ggml-metal/ggml-metal.metal	present_exact_or_equivalent_in_tree	PORTED_EXACT_TREE	1	PORTED_DIFFERENTLY	ggml/src/ggml-metal/ggml-metal.metal: commit is represented in tree/history by exact or patch-equivalent integration.
4bf7ddc1559f2728644e3bd3472ee0ea7d5caa33	fix: auto-enable flash attention for turbo cache types + fix ggml context overflow	src/llama-context.cpp,src/llama-kv-cache.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	src/llama-context.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
884da3f00df701037b0a73e8febc3f00f932db2a	experiment: register centroid LUT tested — register spill on Metal	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal.metal: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
3eca09aec53ebbad23510782295fa0724004721f	fix: turbo4 SET_ROWS corruption, tail-block truncation, constant coupling (Issue #29)	ggml/src/ggml-metal/ggml-metal-ops.cpp,ggml/src/ggml-metal/ggml-metal.metal,ggml/src/ggml-turbo-quant.c	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-metal/ggml-metal-ops.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
a5a0f7b86f46022f166a05265313256ec14101bc	fix: stack overflow in turbo4 CPU init — 64KB array on worker thread stack	ggml/src/ggml-turbo-quant.c	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-turbo-quant.c: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
06a6b6226ceb7ba96bba4b3cd983f294acb6f2de	experiment: batched byte extraction + explicit bit field pre-extract	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal.metal: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
86a5bbf621f758f32ceded819ca3572ced2de07b	experiment: profiling modes for turbo3 decode bottleneck isolation	ggml/src/ggml-metal/ggml-metal-device.m,ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal-device.m: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
baa61162312c437859a45d48fedac06446770271	experiment: 4-entry magnitude LUT + branchless sign (XOR trick)	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal.metal: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
1c2e558a570c843535d12faf6d27d00e038ec653	experiment: force non-vec FA path for turbo3 (nl=2 vs nl=8)	ggml/src/ggml-metal/ggml-metal-ops.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal-ops.cpp: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
c5273337c81c2cd3d472c398e10823d1c5124b78	experiment: zero-LUT select chain — 2-level ternary, no constant memory	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal.metal: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
f19c98c50f5fcf9b2beb43c8f099184b25eee620	feat: auto-detect hardware, use 4-mag LUT on pre-M5 (+38-45% decode)	ggml/src/ggml-metal/ggml-metal-device.m,ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-metal/ggml-metal-device.m: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
fbd5ec9d546b283fec33adc9a9ff38be346f4f32	experiment: 2-pair half2 LUT — only 2 constant addresses per lookup	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal.metal: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
7c2d880907e972a3fcb300f067d428c0c0c21201	experiment: deferred norm multiply (batch float4 * norm at end)	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal.metal: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
35034f142bd92188802093391410c283f97f4e05	revert to proven 4-mag + per-element norm (deferred norm was slower)	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal.metal: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
616c7b9e3899192bd1fc911fd86fc3102660cab4	experiment: named-register centroid×norm — 4 constant reads upfront, zero divergence, ternary select	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal.metal: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
73d512c3737eaffae86e4cb95c490a575c0c747a	revert to 4-mag LUT (proven best), document all findings	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal.metal: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
bdcd8ec67dd3d99005e026fc1d6ea929eba6c128	experiment: inline block processing — bypass template dequant in FA inner loop	ggml/src/ggml-metal/ggml-metal-device.m,ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal-device.m: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
b596a5c6c3cd714d487d0bde0c6bab52a690f784	experiment: inline block WORSE on M2 (-10-15%), reverted to 4-mag	ggml/src/ggml-metal/ggml-metal-device.m,ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal-device.m: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
34f7c398492d2e7c479d1c8a54dcdbcf3f4f24d3	experiment: FULLY BRANCHLESS FMA decode — zero ternary, zero memory, zero branch	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal.metal: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
9637c1c1ffa43e1cd2fa14130cbc3b235a24dea5	final: 12 approaches tested, 4-mag LUT is the hardware limit	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal.metal: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
5755740e7134031f77cbdf0e2e8c9df16896dfbd	experiment: SIMD SHUFFLE magnitude select — cross-lane LUT replacement	ggml/src/ggml-metal/ggml-metal-device.m,ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal-device.m: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
927e68a1c02b60e122c4352b7ed5d20d0a1689ee	experiment: simd_shuffle 14.7 at 8K — close to 4-mag (15.1) but not better	ggml/src/ggml-metal/ggml-metal-device.m	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal-device.m: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
4b44b2baffeb23cd56f3a2ffbec2f6a5249dd07a	experiment: fused block dot — per-centroid Q accumulation, 4 constant reads total	ggml/src/ggml-metal/ggml-metal-device.m,ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal-device.m: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
